subject,number,name,description,credit_hours,crn,section,enrollment_status,type,type_code,start_time,end_time,days,room,building,instructors,
ACCY,201,Accounting and Accountancy I,"Develops a foundation for understanding and analyzing how accounting information is generated and interpreted by both external and internal decision makers. Students will begin by identifying the information conveyed in each of the basic financial statements and understand the way that this information is used by different external decision makers. Students will then focus on information used by management, with an emphasis on analysis to facilitate and guide management decision making, planning and control. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: Prior to enrollment in ACCY 201, students must: 1) have completed either ECON 102 or ECON 103; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.",3 hours.,29660,AD7,Closed,Discussion/Recitation,DIS,10:00,10:50,F,3057,Business Instructional Fac,,
ACCY,201,Accounting and Accountancy I,"Develops a foundation for understanding and analyzing how accounting information is generated and interpreted by both external and internal decision makers. Students will begin by identifying the information conveyed in each of the basic financial statements and understand the way that this information is used by different external decision makers. Students will then focus on information used by management, with an emphasis on analysis to facilitate and guide management decision making, planning and control. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: Prior to enrollment in ACCY 201, students must: 1) have completed either ECON 102 or ECON 103; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.",3 hours.,29662,AD8,Open (Restricted),Discussion/Recitation,DIS,8:00,8:50,F,2001,Business Instructional Fac,,
ACCY,201,Accounting and Accountancy I,"Develops a foundation for understanding and analyzing how accounting information is generated and interpreted by both external and internal decision makers. Students will begin by identifying the information conveyed in each of the basic financial statements and understand the way that this information is used by different external decision makers. Students will then focus on information used by management, with an emphasis on analysis to facilitate and guide management decision making, planning and control. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: Prior to enrollment in ACCY 201, students must: 1) have completed either ECON 102 or ECON 103; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.",3 hours.,29663,ADA,Closed,Discussion/Recitation,DIS,11:00,11:50,F,2011,Business Instructional Fac,,
ACCY,201,Accounting and Accountancy I,"Develops a foundation for understanding and analyzing how accounting information is generated and interpreted by both external and internal decision makers. Students will begin by identifying the information conveyed in each of the basic financial statements and understand the way that this information is used by different external decision makers. Students will then focus on information used by management, with an emphasis on analysis to facilitate and guide management decision making, planning and control. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: Prior to enrollment in ACCY 201, students must: 1) have completed either ECON 102 or ECON 103; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.",3 hours.,57478,ADB,Closed,Discussion/Recitation,DIS,11:00,11:50,F,3057,Business Instructional Fac,,
ACCY,201,Accounting and Accountancy I,"Develops a foundation for understanding and analyzing how accounting information is generated and interpreted by both external and internal decision makers. Students will begin by identifying the information conveyed in each of the basic financial statements and understand the way that this information is used by different external decision makers. Students will then focus on information used by management, with an emphasis on analysis to facilitate and guide management decision making, planning and control. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: Prior to enrollment in ACCY 201, students must: 1) have completed either ECON 102 or ECON 103; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.",3 hours.,50183,ADC,Closed,Discussion/Recitation,DIS,8:00,8:50,F,3063,Business Instructional Fac,,
ACCY,201,Accounting and Accountancy I,"Develops a foundation for understanding and analyzing how accounting information is generated and interpreted by both external and internal decision makers. Students will begin by identifying the information conveyed in each of the basic financial statements and understand the way that this information is used by different external decision makers. Students will then focus on information used by management, with an emphasis on analysis to facilitate and guide management decision making, planning and control. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: Prior to enrollment in ACCY 201, students must: 1) have completed either ECON 102 or ECON 103; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.",3 hours.,10169,ADD,Closed,Discussion/Recitation,DIS,13:00,13:50,F,3009,Business Instructional Fac,,
ACCY,201,Accounting and Accountancy I,"Develops a foundation for understanding and analyzing how accounting information is generated and interpreted by both external and internal decision makers. Students will begin by identifying the information conveyed in each of the basic financial statements and understand the way that this information is used by different external decision makers. Students will then focus on information used by management, with an emphasis on analysis to facilitate and guide management decision making, planning and control. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: Prior to enrollment in ACCY 201, students must: 1) have completed either ECON 102 or ECON 103; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.",3 hours.,75965,ADE,Closed,Discussion/Recitation,DIS,12:00,12:50,F,2011,Business Instructional Fac,,
ACCY,201,Accounting and Accountancy I,"Develops a foundation for understanding and analyzing how accounting information is generated and interpreted by both external and internal decision makers. Students will begin by identifying the information conveyed in each of the basic financial statements and understand the way that this information is used by different external decision makers. Students will then focus on information used by management, with an emphasis on analysis to facilitate and guide management decision making, planning and control. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: Prior to enrollment in ACCY 201, students must: 1) have completed either ECON 102 or ECON 103; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.",3 hours.,75965,ADF,Closed,Discussion/Recitation,DIS,12:00,12:50,F,3057,Business Instructional Fac,,
ACCY,201,Accounting and Accountancy I,"Develops a foundation for understanding and analyzing how accounting information is generated and interpreted by both external and internal decision makers. Students will begin by identifying the information conveyed in each of the basic financial statements and understand the way that this information is used by different external decision makers. Students will then focus on information used by management, with an emphasis on analysis to facilitate and guide management decision making, planning and control. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: Prior to enrollment in ACCY 201, students must: 1) have completed either ECON 102 or ECON 103; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.",3 hours.,70448,ADG,Closed,Discussion/Recitation,DIS,14:00,14:50,F,2001,Business Instructional Fac,,
ACCY,201,Accounting and Accountancy I,"Develops a foundation for understanding and analyzing how accounting information is generated and interpreted by both external and internal decision makers. Students will begin by identifying the information conveyed in each of the basic financial statements and understand the way that this information is used by different external decision makers. Students will then focus on information used by management, with an emphasis on analysis to facilitate and guide management decision making, planning and control. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: Prior to enrollment in ACCY 201, students must: 1) have completed either ECON 102 or ECON 103; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.",3 hours.,70449,ADH,Open (Restricted),Discussion/Recitation,DIS,9:00,9:50,F,3063,Business Instructional Fac,,
ACCY,201,Accounting and Accountancy I,"Develops a foundation for understanding and analyzing how accounting information is generated and interpreted by both external and internal decision makers. Students will begin by identifying the information conveyed in each of the basic financial statements and understand the way that this information is used by different external decision makers. Students will then focus on information used by management, with an emphasis on analysis to facilitate and guide management decision making, planning and control. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: Prior to enrollment in ACCY 201, students must: 1) have completed either ECON 102 or ECON 103; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.",3 hours.,72232,ADI,Closed,Discussion/Recitation,DIS,13:00,13:50,F,2011,Business Instructional Fac,,
ACCY,201,Accounting and Accountancy I,"Develops a foundation for understanding and analyzing how accounting information is generated and interpreted by both external and internal decision makers. Students will begin by identifying the information conveyed in each of the basic financial statements and understand the way that this information is used by different external decision makers. Students will then focus on information used by management, with an emphasis on analysis to facilitate and guide management decision making, planning and control. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: Prior to enrollment in ACCY 201, students must: 1) have completed either ECON 102 or ECON 103; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.",3 hours.,39806,ADJ,Closed,Discussion/Recitation,DIS,13:00,13:50,F,3057,Business Instructional Fac,,
ACCY,201,Accounting and Accountancy I,"Develops a foundation for understanding and analyzing how accounting information is generated and interpreted by both external and internal decision makers. Students will begin by identifying the information conveyed in each of the basic financial statements and understand the way that this information is used by different external decision makers. Students will then focus on information used by management, with an emphasis on analysis to facilitate and guide management decision making, planning and control. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: Prior to enrollment in ACCY 201, students must: 1) have completed either ECON 102 or ECON 103; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.",3 hours.,75474,ADK,Closed,Discussion/Recitation,DIS,13:00,13:50,F,2001,Business Instructional Fac,,
ACCY,201,Accounting and Accountancy I,"Develops a foundation for understanding and analyzing how accounting information is generated and interpreted by both external and internal decision makers. Students will begin by identifying the information conveyed in each of the basic financial statements and understand the way that this information is used by different external decision makers. Students will then focus on information used by management, with an emphasis on analysis to facilitate and guide management decision making, planning and control. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: Prior to enrollment in ACCY 201, students must: 1) have completed either ECON 102 or ECON 103; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.",3 hours.,75474,ADL,Closed,Discussion/Recitation,DIS,14:00,14:50,F,2011,Business Instructional Fac,,
ACCY,201,Accounting and Accountancy I,"Develops a foundation for understanding and analyzing how accounting information is generated and interpreted by both external and internal decision makers. Students will begin by identifying the information conveyed in each of the basic financial statements and understand the way that this information is used by different external decision makers. Students will then focus on information used by management, with an emphasis on analysis to facilitate and guide management decision making, planning and control. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: Prior to enrollment in ACCY 201, students must: 1) have completed either ECON 102 or ECON 103; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.",3 hours.,47356,ADM,Closed,Discussion/Recitation,DIS,14:00,14:50,F,3057,Business Instructional Fac,,
